0.471291	0.506325	0.635191	0.689676	0.733711	0.746068	0.766805	0.805727	0.845507	0.874962	0.931655	1.013137	5.000000
0.471399	0.561071	0.613086	0.666835	0.701176	0.729271	0.779039	0.823280	0.863446	0.945065	1.027113	5.000000	1.053682
0.475623	0.539968	0.591281	0.644303	0.679129	0.739257	0.786325	0.834668	0.937311	1.044614	5.000000	1.074554	0.990325
0.483003	0.531588	0.580106	0.634654	0.702630	0.763084	0.815296	0.925211	1.045547	5.000000	1.089788	0.998806	0.917652
0.494072	0.542751	0.593477	0.685371	0.751991	0.809173	0.917680	1.041839	5.000000	1.099313	1.005981	0.925824	0.877977
0.505224	0.553995	0.646276	0.734232	0.802784	0.910179	1.059571	5.000000	1.083948	0.984187	0.898941	0.866962	0.854548
0.516460	0.604806	0.700826	0.784510	0.921586	1.077457	5.000000	1.068718	0.969436	0.875021	0.817931	0.812018	0.806123
0.563984	0.663621	0.763819	0.922187	1.080886	5.000000	1.063731	0.950353	0.856899	0.800576	0.769406	0.763452	0.757517
0.628583	0.729513	0.905461	1.073875	5.000000	1.045544	0.929590	0.837130	0.793017	0.753374	0.730118	0.724295	0.738731
0.695850	0.810881	1.066887	5.000000	1.027516	0.909047	0.825860	0.785490	0.746013	0.707409	0.691702	0.713056	0.742134
0.763044	0.992314	5.000000	1.009648	0.888723	0.818195	0.777995	0.734319	0.683613	0.634390	0.646984	0.666321	0.685886
0.889737	5.000000	0.986225	0.849679	0.779153	0.727137	0.676641	0.627622	0.583152	0.575312	0.593808	0.612522	0.631455
5.000000	0.907582	0.776586	0.719985	0.669698	0.620882	0.573493	0.536954	0.525753	0.524451	0.542350	0.560459	0.578781
