0.270918	0.300341	0.372189	0.415096	0.437879	0.461030	0.479035	0.496154	0.537737	0.580477	0.660903	0.740158	5.000000
0.267097	0.307773	0.356609	0.399029	0.422525	0.442363	0.476675	0.535979	0.578669	0.658548	0.742749	5.000000	0.779119
0.263286	0.310307	0.350739	0.390806	0.412928	0.444822	0.510062	0.578249	0.679489	0.769400	5.000000	0.791084	0.723975
0.272612	0.323456	0.363641	0.404090	0.436787	0.496570	0.564147	0.670132	0.791716	5.000000	0.816819	0.723189	0.641039
0.285384	0.336738	0.376666	0.424629	0.491189	0.550160	0.654324	0.795281	5.000000	0.835369	0.747672	0.635380	0.590154
0.298283	0.349776	0.396182	0.475836	0.537558	0.643169	0.788053	5.000000	0.820219	0.725368	0.635178	0.585807	0.554056
0.311312	0.368304	0.446368	0.528885	0.651691	0.780854	5.000000	0.803676	0.693165	0.612836	0.567588	0.527765	0.517353
0.324472	0.417487	0.498356	0.668328	0.793839	5.000000	0.787284	0.667281	0.583268	0.549578	0.509014	0.472618	0.495988
0.343796	0.468438	0.604817	0.812120	5.000000	0.791455	0.664162	0.563715	0.527179	0.491677	0.457884	0.457313	0.480622
0.420065	0.541163	0.781231	5.000000	0.800866	0.671177	0.558758	0.522337	0.486768	0.461023	0.450631	0.445460	0.462683
0.489338	0.669613	5.000000	0.768225	0.651869	0.548960	0.503279	0.458946	0.431563	0.421713	0.411931	0.410163	0.427259
0.590340	5.000000	0.713589	0.588280	0.503232	0.458900	0.415875	0.393563	0.383974	0.374452	0.364995	0.368827	0.385423
5.000000	0.637914	0.518828	0.450051	0.415830	0.374076	0.356571	0.347237	0.337968	0.328762	0.319619	0.328704	0.344813
