0.317136	0.347813	0.433518	0.478560	0.519864	0.522038	0.523688	0.525340	0.565554	0.609319	0.654308	0.716242	5.000000
0.310772	0.354572	0.414461	0.458905	0.500786	0.502709	0.504338	0.542657	0.590367	0.648698	0.709782	5.000000	0.753298
0.304439	0.351181	0.395658	0.439510	0.481947	0.483626	0.517708	0.566815	0.617946	0.703238	5.000000	0.746115	0.669860
0.309730	0.362243	0.403795	0.445634	0.483319	0.517112	0.566232	0.616942	0.682799	5.000000	0.749220	0.660958	0.628538
0.320453	0.373397	0.414611	0.456772	0.511793	0.560741	0.611274	0.676270	5.000000	0.721765	0.643216	0.618911	0.588238
0.331264	0.384252	0.425509	0.490647	0.555269	0.605624	0.669767	5.000000	0.711999	0.636933	0.589269	0.562623	0.547302
0.342164	0.394917	0.457709	0.541107	0.599995	0.665465	5.000000	0.698947	0.633605	0.590399	0.544090	0.520001	0.506133
0.353153	0.425500	0.507054	0.593275	0.679439	5.000000	0.685995	0.624889	0.587164	0.545188	0.500195	0.485399	0.504593
0.364231	0.473754	0.558070	0.693529	5.000000	0.673434	0.616219	0.578695	0.542043	0.501262	0.470088	0.483880	0.503054
0.396817	0.523642	0.642706	5.000000	0.677688	0.607595	0.570272	0.533815	0.498205	0.476941	0.466846	0.482362	0.501517
0.436650	0.562389	5.000000	0.640980	0.586449	0.549765	0.513929	0.472649	0.450493	0.440996	0.439074	0.457373	0.475252
0.498271	5.000000	0.593697	0.562222	0.516372	0.471869	0.428671	0.410036	0.400519	0.391067	0.394861	0.411973	0.429295
5.000000	0.558980	0.512918	0.468515	0.425416	0.383582	0.370006	0.360759	0.351575	0.342453	0.351408	0.367987	0.384770
