0.439295	0.474822	0.573820	0.626260	0.680447	0.693830	0.735265	0.797330	0.839476	0.873940	0.946161	1.041270	5.000000
0.439400	0.502481	0.552544	0.604276	0.650281	0.684948	0.747212	0.804692	0.847840	0.941664	1.047518	5.000000	1.059509
0.441337	0.490086	0.537290	0.585989	0.639556	0.704365	0.771736	0.829488	0.931812	1.041138	5.000000	1.077148	0.985341
0.452095	0.500946	0.548494	0.610146	0.687088	0.753777	0.823101	0.929316	1.045449	5.000000	1.042041	0.961258	0.902968
0.462934	0.511886	0.569586	0.663498	0.735999	0.804621	0.921769	1.041889	5.000000	1.039093	0.939807	0.865624	0.850865
0.473854	0.530048	0.621594	0.718402	0.786328	0.906313	1.033902	5.000000	1.036149	0.937007	0.842692	0.819075	0.813306
0.484855	0.580746	0.675326	0.768221	0.885969	1.047236	5.000000	1.033210	0.934211	0.840349	0.798691	0.782162	0.776510
0.525245	0.634726	0.732497	0.864987	1.032492	5.000000	1.018334	0.920910	0.836186	0.795180	0.756039	0.746147	0.740816
0.582769	0.694287	0.820473	0.998791	5.000000	0.996313	0.901419	0.831033	0.790549	0.750960	0.714848	0.709077	0.725762
0.648144	0.762991	0.960159	5.000000	0.972210	0.880388	0.823346	0.783032	0.743609	0.705058	0.676771	0.700278	0.728612
0.716219	0.868201	5.000000	0.947665	0.856986	0.814101	0.775547	0.731403	0.680783	0.631642	0.634200	0.653388	0.672800
0.784046	5.000000	0.910060	0.822125	0.771377	0.722042	0.673822	0.624886	0.582669	0.571136	0.581437	0.600005	0.618791
5.000000	0.818878	0.746497	0.709352	0.661744	0.615463	0.570470	0.536485	0.525288	0.514172	0.530378	0.548347	0.566526
