0.363718	0.391351	0.477073	0.530107	0.573262	0.601684	0.632941	0.677674	0.753448	0.813358	0.873881	0.974717	5.000000
0.360331	0.396999	0.458799	0.511177	0.554965	0.578714	0.618008	0.697316	0.780513	0.858796	0.967283	5.000000	1.004389
0.356082	0.400970	0.449165	0.498844	0.540278	0.566654	0.647564	0.732653	0.822136	0.962966	5.000000	0.998699	0.907185
0.365663	0.413114	0.461695	0.511803	0.553690	0.620097	0.703767	0.791759	0.929517	5.000000	1.011146	0.892655	0.841460
0.377501	0.425363	0.474333	0.524420	0.608768	0.675363	0.761888	0.896637	5.000000	0.977744	0.875631	0.827227	0.795892
0.389441	0.437718	0.487080	0.575383	0.657839	0.722177	0.852733	5.000000	0.935545	0.837084	0.786080	0.753781	0.744413
0.401485	0.450180	0.537582	0.628148	0.706493	0.812886	5.000000	0.894247	0.797887	0.752001	0.708652	0.679743	0.670770
0.413633	0.497884	0.589080	0.682680	0.796036	5.000000	0.845618	0.762172	0.718572	0.676051	0.634581	0.608830	0.634376
0.425494	0.550856	0.642304	0.776459	5.000000	0.819016	0.738046	0.697162	0.649897	0.603948	0.567412	0.579997	0.607627
0.467699	0.603287	0.719034	5.000000	0.795101	0.719861	0.682089	0.641140	0.595661	0.561105	0.552727	0.562206	0.584141
0.517917	0.655475	5.000000	0.761997	0.697274	0.649763	0.603581	0.558692	0.525581	0.516954	0.511734	0.532961	0.553786
0.568569	5.000000	0.705820	0.654850	0.606618	0.559791	0.514330	0.483630	0.473925	0.464283	0.465298	0.483585	0.502099
5.000000	0.678677	0.608587	0.552194	0.506954	0.463032	0.438065	0.428658	0.419312	0.410028	0.416554	0.434232	0.452131
