0.450362	0.485661	0.589133	0.642083	0.695023	0.707105	0.747249	0.796180	0.835750	0.882814	0.976671	1.075208	5.000000
0.450469	0.517101	0.567651	0.619886	0.663214	0.696585	0.758429	0.806017	0.873046	0.978510	1.089301	5.000000	1.131649
0.453009	0.501645	0.549215	0.598292	0.648144	0.713292	0.775227	0.846814	0.962250	1.101976	5.000000	1.138325	1.042031
0.463854	0.512590	0.560506	0.620870	0.695925	0.762963	0.839589	0.954574	1.076745	5.000000	1.153430	1.042428	0.956181
0.474781	0.523614	0.580040	0.674577	0.745092	0.830964	0.946928	1.068621	5.000000	1.116596	1.020284	0.946727	0.881408
0.485789	0.540238	0.632394	0.727403	0.811424	0.939312	1.076858	5.000000	1.101103	1.000521	0.904754	0.840521	0.836265
0.496845	0.591350	0.686526	0.792084	0.928404	1.094894	5.000000	1.085724	0.985821	0.890620	0.810940	0.788358	0.782541
0.543805	0.650057	0.749439	0.909105	1.084366	5.000000	1.063807	0.964916	0.870764	0.802974	0.763110	0.747102	0.741223
0.607570	0.715412	0.868112	1.076859	5.000000	1.041836	0.943998	0.850848	0.795405	0.755708	0.716890	0.708309	0.720321
0.673969	0.809125	1.055609	5.000000	1.020098	0.923302	0.831144	0.787868	0.748338	0.709682	0.676018	0.687505	0.707318
0.743111	0.951503	5.000000	0.998592	0.902826	0.820616	0.771942	0.720136	0.669846	0.621025	0.614070	0.633021	0.652195
0.867624	5.000000	0.953094	0.845794	0.764604	0.713013	0.662930	0.614312	0.568118	0.556690	0.561957	0.580296	0.598851
5.000000	0.875390	0.768817	0.705919	0.656044	0.607627	0.560626	0.522359	0.511264	0.500251	0.511527	0.529274	0.547229
