% Model:              Spiral_model_stationary3.mph
% Version:            COMSOL 5.6.0.341
% Date:               Jul 2 2021, 11:05
% Table:              Evaluation Group 1 - 
% bone_R                 n                        V/impulse (Ω)            V/impulse (Ω)            V/impulse (Ω)            V/impulse (Ω)            V/impulse (Ω)            V/impulse (Ω)            V/impulse (Ω)            V/impulse (Ω)            V/impulse (Ω)            V/impulse (Ω)            V/impulse (Ω)            V/impulse (Ω)            V/impulse (Ω)            V/impulse (Ω)            V/impulse (Ω)            V/impulse (Ω)
0.003759                 1                        4167.144854087441        3644.890518346522        3397.678189067327        3182.4223101580574       2988.342886037315        2814.6114921355265       2663.5727224907564       2540.463746946641        2442.268030562574        2363.196814806846        2300.8610656082656       2249.6047844211093       2206.0754707934316       2164.043248460399        2121.716352920697        2075.6116989111356
0.003759                 2                        3644.8905137479305       4011.6603303488528       3471.9667408048294       3224.038328541546        3017.95746750132         2836.6606600154887       2679.833700392829        2551.9002866719175       2449.3999355153396       2366.30195641318         2300.3160236183544       2245.7599714651633       2199.411615826923        2155.0007200048112       2110.906894304432        2063.721295534307
0.003759                 3                        3397.6782383514615       3471.9667879333083       3845.8015594790786       3292.571547004372        3054.2982744840524       2862.3298266716483       2698.740442041594        2565.3759494787846       2458.061700657803        2370.4666484439863       2300.402045084755        2242.15135954534         2192.6311428399267       2145.5118173867872       2099.350744619784        2050.803862768736
0.003759                 4                        3182.4223591051987       3224.0383724801527       3292.571539498048        3670.142227769142        3122.415749192046        2897.281912665761        2723.196961053265        2583.157877002903        2470.2213414617268       2377.4454576517087       2302.7075869727905       2240.232897089934        2187.0779178416233       2136.8183461927692       2088.1888031008943       2037.8879903255804
0.003759                 5                        2988.342914881841        3017.9574910053066       3054.298243677907        3122.4157343303          3511.305306292172        2969.6445144028794       2760.9369689966356       2610.0516878478047       2489.9762081882973       2391.022474968458        2310.823115182442        2243.456694778188        2186.0982984109673       2132.1714144471307       2080.5796646847425       2028.0324713444388
0.003759                 6                        2814.611536314243        2836.6606948167337       2862.3298293720286       2897.2819046909985       2969.644521298625        3383.0864098494662       2842.6269426624904       2655.5948531871977       2523.618512452034        2416.7018255405574       2329.9243039849302       2256.791970273774        2194.508390411576        2136.255747224785        2081.0931217089083       2025.701456432934
0.003759                 7                        2663.5728090724087       2679.8337871290673       2698.7404840400454       2723.19699168336         2760.9370159698974       2842.6269977069155       3271.4305235059687       2751.0057378809643       2580.086232641028        2460.103349450678        2364.967449379229        2284.9799299363162       2216.93470040475         2153.608779003946        2094.189248175946        2035.2818758823955
0.003759                 8                        2540.4638027269793       2551.9003433752564       2565.375965986676        2583.1578934219483       2610.0517158844623       2655.59487489395         2751.0057092778925       3207.814016371256        2688.2784436111688       2527.396566196217        2419.0429252897916       2330.6628738232052       2255.9918754686873       2186.883826489914        2122.5632321752387       2059.5000508820167
0.003759                 9                        2442.267965906804        2449.3998660043353       2458.0616061869423       2470.221244256348        2489.9761217698583       2523.618419184118        2580.0861005692036       2688.2783411239757       3159.472244561729        2646.1858787994033       2497.1669106474847       2395.5442125899813       2312.7571457373697       2236.96907999287         2167.0140238075705       2099.0988673512384
0.003759                 10                       2363.1967894663726       2366.3019313143495       2370.4665981711387       2377.4454015307792       2391.022427199295        2416.7017686644904       2460.103262328423        2527.396505473876        2646.18592062173         3136.879863941988        2628.9108849964223       2485.1674835602025       2389.1291440810774       2304.9209763055687       2228.289068962954        2154.64438685923
0.003759                 11                       2300.8609893042867       2300.315936344769        2300.4019379392716       2302.7074694736584       2310.8229968557544       2329.924174410301        2364.967291865334        2419.0427969557622       2497.166890867817        2628.9108296326617       3122.26511978923         2622.451809664342        2485.3153508714286       2387.560805859474        2302.7640468781165       2222.5642338701637
0.003759                 12                       2249.604813022972        2245.759986956311        2242.151361566251        2240.2328873721854       2243.4566863991486       2256.7919625246977       2284.979886493581        2330.662846483892        2395.5442870723864       2485.1675152158446       2622.451894343995        3119.086818624251        2629.063733799864        2487.713769327648        2389.415507534547        2301.10823376305
0.003759                 13                       2206.0754610409113       2199.4116000304866       2192.6311143973912       2187.0778607817792       2186.098253974309        2194.5083355071083       2216.934624027391        2255.991808280807        2312.757175565722        2389.129120328972        2485.3153779039476       2629.0636761262567       3114.0694758487543       2627.3335753747315       2487.561463814456        2386.2012687300753
0.003759                 14                       2164.0432786044103       2155.000747875178        2145.5118364035466       2136.8183376461398       2132.1714167999426       2136.255739568786        2153.608733411998        2186.883802580413        2236.969150837761        2304.9210002691702       2387.5608870786364       2487.7137656009077       2627.3336298731106       3111.7737709967782       2627.8815084306784       2484.4897123858177
0.003759                 15                       2121.7163566491663       2110.9068979693193       2099.350739396078        2088.188770645178        2080.579639945926        2081.0930928607227       2094.189193425325        2122.5631905145647       2167.014082594884        2228.289083205462        2302.7641074779544       2389.415494161076        2487.561504432788        2627.881494228426        3105.996573592974        2619.35648878133
0.003759                 16                       2075.611796236613        2063.721393939095        2050.803951829917        2037.8880503878124       2028.032542618343        2025.701520619432        2035.2819124009297       2059.5000953499275       2099.0990078561094       2154.6444844916614       2222.564376031545        2301.1082993709583       2386.2013860038187       2484.489776007853        2619.3565604279534       3099.072901146704
