% Model:              Spiral_model_stationary3.mph
% Version:            COMSOL 5.6.0.341
% Date:               Jul 2 2021, 11:05
% Table:              Evaluation Group 1 - 
% bone_R                 n                        V/impulse (Ω)            V/impulse (Ω)            V/impulse (Ω)            V/impulse (Ω)            V/impulse (Ω)            V/impulse (Ω)            V/impulse (Ω)            V/impulse (Ω)            V/impulse (Ω)            V/impulse (Ω)            V/impulse (Ω)            V/impulse (Ω)            V/impulse (Ω)            V/impulse (Ω)            V/impulse (Ω)            V/impulse (Ω)
0.166667                 1                        621.882040111879         264.3118407463919        190.75747156567414       142.31042568170392       108.56679373998719       86.03070639415658        71.4628920005103         64.05989911869624        62.5632076826121         66.13898139482895        73.72745284210588        84.21891576160128        95.34769774910556        105.2634823666153        112.20454962540592       114.7672046307212
0.166667                 2                        264.3118422108423        616.1890716145339        235.0634796602102        157.58840648612983       115.49766977987755       89.35620065444121        73.02004540367956        64.65174845663694        62.424963757790685       65.20233523168767        71.7675735781009         80.92023463872451        90.53353021505121        98.95025286767783        104.70504830936852       106.70022727191646
0.166667                 3                        190.75746564655063       235.06347818916024       595.2763558094106        202.44867282021775       130.51501487308337       95.90936327174214        76.008352202347          65.81042694265825        62.25222082613459        63.630709301437136       68.48678772001473        75.52598916887555        82.89152074129075        89.22439624045671        93.41834387393376        94.65869637466001
0.166667                 4                        142.31042422878917       157.58840498708187       202.44867353059826       564.6782162633023        176.62543752069266       110.65191902782215       82.19730784115316        68.42400431926913        62.61105836922939        61.901225978235466       64.45765357287722        68.88524002328359        73.65703948789573        77.70850231327637        80.2513305433298         80.6745229088262
0.166667                 5                        108.56679262794785       115.49766980696715       130.51501161938214       176.62543520252007       542.3272109579766        158.45710531660913       97.55538200247929        74.9215051911336         64.96580871302761        61.27854607530269        61.15322499341213        62.9520615381284         65.35680332417273        67.44514581423873        68.6065321044426         68.32577756565613
0.166667                 6                        86.03070544867457        89.35620013398865        95.90936672905366        110.65191769378944       158.45710462680395       535.8948354002925        148.8341310442552        92.6049902674057         72.38415677787766        63.51438611257986        59.9293176062365         59.02953393514869        59.33613886963253        59.82006439751447        59.89325905517034        59.044367830004695
0.166667                 7                        71.46289561880397        73.02004549920663        76.0083517917618         82.1973082919331         97.55538278408414        148.83413322188736       528.722734377507         148.8407547032972        92.44573109634436        71.71269868234518        62.45194927131336        58.17088782517062        56.299638323380364       55.28935190018468        54.39694155408677        53.02139244158397
0.166667                 8                        64.05989923464271        64.65174543054506        65.81042589107572        68.42400507706346        74.92150741258467        92.60499066393407        148.84075546523871       542.2767085543566        151.4646771071918        93.04179078288662        71.8590845475136         62.232610759077204       57.566311836054545       54.863756999034436       52.9258254558351         50.91696911342863
0.166667                 9                        62.56320981424656        62.424964141339586       62.25222230774236        62.61105861028894        64.96580955446142        72.3841562287222         92.44572968454709        151.46467636016018       549.0888864432491        153.45867035467595       94.97198547266984        73.79464789421435        64.32817689557021        59.110336011130904       55.71471378277229        52.761903323805825
0.166667                 10                       66.13898292136619        65.2023351798752         63.63071343618771        61.901227930885234       61.27854419271291        63.51438544867987        71.71269764524072        93.04179323004549        153.45867016588974       562.5187198757426        160.436822652502         100.2922980295873        79.39528837301992        69.2622781664392         63.32860885101992        58.771890667637464
0.166667                 11                       73.72744621964718        71.76757613028677        68.48678471646008        64.45765412559706        61.1532202063676         59.929319232216336       62.4519504170904         71.85908638208952        94.97198454540951        160.4368238823636        573.9786031030259        168.5871370910223        109.27434456125404       87.26642698402924        76.29523171285443        68.90254304689839
0.166667                 12                       84.21891882749372        80.92023500295402        75.52598712100323        68.88524178092092        62.95206191034511        59.02953434184028        58.170889026424035       62.23261196666559        73.79464749515337        100.29229942976102       168.58713937861523       587.9606095332138        182.74180668241058       119.67212170466689       96.48498839457166        83.55881364602342
0.166667                 13                       95.34770246350821        90.53352996931733        82.89152487441318        73.65704149330688        65.35680308311932        59.33613725706628        56.29963689057279        57.56630807061114        64.32817766797179        79.39528907473677        109.2743468967313        182.7418059809889        595.3816795935473        190.40474954250402       128.1507063308345        103.06373687994906
0.166667                 14                       105.26347348589222       98.95025241225525        89.2243938496736         77.70849950377415        67.44514629487631        59.820065393907534       55.289352415805865       54.863761494590946       59.11033580784835        69.2622760000414         87.26642398508635        119.67212066499947       190.404749927936         603.6210863493126        197.6191426498897        132.87695389885099
0.166667                 15                       112.20455176071829       104.70504824946224       93.41834341988009        80.25133127311445        68.60653213146284        59.89325987715315        54.3969411285923         52.92582544381855        55.7147139769561         63.32860920657628        76.29523253560845        96.48498951424867        128.15070747107757       197.61914227998676       605.9080072020187        196.94906980150694
0.166667                 16                       114.76721254686923       106.70022767546554       94.65870141311184        80.6745241153193         68.325776905792          59.044366827700166       53.02139163158358        50.916965257804776       52.761903902688196       58.77189214529552        68.90254412937774        83.55881174523874        103.06373635706045       132.87695423514265       196.94906862542172       607.5885857751103
0.010753                 1                        2162.793837026025        1691.0121768551737       1498.9874784086135       1340.3659797467535       1203.153397600518        1086.1832548799093       990.9105712214224        920.6357559383912        872.2229625110364        840.7822489312598        822.4300885012336        812.1722020173257        805.7436022158544        798.6105191102241        787.7623405683216        770.0412643227332
0.010753                 2                        1691.0121843329416       2081.1672127314623       1584.3627083452707       1386.6041286735501       1233.6511370433407       1107.0662485052194       1004.9763117462659       929.4141988910026        876.4861758443193        840.8865978459584        818.7475531132537        805.0208992560381        795.6107011770155        786.0229262279647        773.517429254008         755.1271156093715
0.010753                 3                        1498.9874855011053       1584.3627147621735       1977.4534202170141       1464.45142025026         1274.0348518974386       1133.630514204032        1022.9813786095763       940.9708501964947        882.5839408448065        841.9851768620836        815.3139564245585        797.4475310116034        784.473585000271         771.9101018234192        757.2976578358122        737.8437611298178
0.010753                 4                        1340.3659888299192       1386.6041402827022       1464.451426301674        1859.7351032949425       1351.1845553675978       1172.7725925582895       1048.5628663381729       957.9626063345665        892.6464125536608        845.8462271781387        813.6473133552959        790.8006231503083        773.5693879653113        757.4208339168825        740.1625562109889        719.1313286137186
0.010753                 5                        1203.1534009001255       1233.6511420734782       1274.0348553297645       1351.1845514877598       1757.1231578551376       1254.2338402048842       1090.4166144854792       985.6099353535634        910.8434836887727        856.1316226465376        817.1271621721675        788.3012835040532        766.0307414664044        745.621842905853         725.1099326046159        701.8934527353055
0.010753                 6                        1086.1832441609163       1107.0662489877232       1133.6305069498326       1172.772573844299        1254.233831241135        1683.7317692211657       1180.4759351887437       1034.1244072309205       943.6020158283511        878.1574763101743        830.5763881289232        794.4902442055223        766.2151959984317        740.7274083041201        716.2334590142129        690.1119337452379
0.010753                 7                        990.9105817934806        1004.9763315444428       1022.981390398192        1048.5628646729986       1090.416625953409        1180.475952472115        1622.9375299492583       1135.6882393354933       1000.5156069657921       917.7833607674349        858.9456725727264        813.9661131353854        778.5246984542313        746.9897448078196        717.65785125967          687.7913508343468
0.010753                 8                        920.6357434764569        929.414197445741         940.9708371278017        957.9625838903474        985.6099223806648        1034.1243988847173       1135.6882131029304       1602.1738344377045       1111.4279809566465       982.148548022083         906.0456807421187        849.9225209081637        806.0181637612196        767.4224521452174        732.3643476272468        697.8702455163929
0.010753                 9                        872.2229697177113        876.4861938821366        882.5839497264128        892.6464123684302        910.8434952809168        943.60203165554          1000.5156056940721       1111.4280013667167       1588.4436502596805       1100.157113101271        978.1042931485082        904.917950965413         850.3600986470925        803.3008045299846        761.3895037614245        721.2149127564965
0.010753                 10                       840.7822581053864        840.8866126752231        841.9851807532208        845.8462256895576        856.1316331087463        878.1574901762535        917.7833619654499        982.1485729381387        1100.1571165642015       1593.4350066882516       1106.2520551820417       985.8129466216822        914.3237277918969        856.2071579837435        805.7548771793374        758.4808701568459
0.010753                 11                       822.4300977203037        818.7475686846161        815.3139628521878        813.6473130180214        817.1271725654295        830.5764019336381        858.9456714732902        906.0457016253857        978.1042958994437        1106.2520564362062       1600.006934714675        1117.4745527190573       1000.0888939278634       924.6879611919361        863.3624937812882        807.4833045832942
0.010753                 12                       812.172205591879         805.020906572257         797.4475303780893        790.8006171282416        788.3012874958048        794.4902510102395        813.9661061645284        849.9225358327062        904.9179486511314        985.8129391596424        1117.4745447359887       1612.7920093139478       1136.6570686780935       1012.7756703174241       934.1328813680964        867.2134017246238
0.010753                 13                       805.7436051914515        795.6107088212859        784.4735801643036        773.5693794991042        766.0307400986193        766.2151951876301        778.5246886367638        806.0181743794838        850.3600924949473        914.3237189453714        1000.0888817633436       1136.6570651066984       1618.8025227491573       1143.6081621194091       1018.7709722080539       934.9345603010976
0.010753                 14                       798.6105301359257        786.0229418026324        771.9101045184092        757.4208335540807        745.6218488079132        740.727416018915         746.989741439276         767.4224682459114        803.300803322907         856.2071545255114        924.6879518975115        1012.775671118355        1143.6081662718611       1623.1255075474376       1148.0134683652648       1017.2468438149322
0.010753                 15                       787.7623539134254        773.5174490504869        757.2976676489659        740.1625622918582        725.1099469488306        716.2334752367603        717.6578545661447        732.3643708732917        761.3895112900714        805.7548796583416        863.3624922244093        934.1328892848567        1018.7709835483403       1148.0134766783283       1619.021860114444        1138.74835272295
0.010753                 16                       770.0412771657336        755.1271328046637        737.8437633026256        719.1313279926054        701.893456591622         690.1119421509485        687.7913481423717        697.8702625522815        721.2149150066081        758.4808708682576        807.4833037023665        867.2134072288707        934.9345710998072        1017.2468550989378       1138.7483528376981       1608.8486343663003
