Validation,mean r2
Validation1,0.8381392346789402
Validation2,0.7624598050370244
Validation3,0.8812621978787895
Validation4,0.8184123016543301
Validation5,0.8767768229353567
Validation6,0.8025790214011782
Validation7,0.9158616943908388
Validation8,0.9095110340696846
Validation9,0.8762781031284652
Validation10,0.5907663819132517
