3.7984e-01	3.7599e-01	3.8241e-01	3.8885e-01	3.9532e-01	4.0458e-01	4.1721e-01	4.3603e-01	4.5758e-01	4.7944e-01	5.0240e-01	5.7684e-01	6.1909e-01	7.9469e-01
4.0762e-01	4.0794e-01	4.1468e-01	4.2568e-01	4.3867e-01	4.5178e-01	4.7680e-01	5.0373e-01	5.2629e-01	5.6965e-01	6.1327e-01	6.9819e-01	8.6852e-01	1.0035e+00
4.3596e-01	4.4260e-01	4.5574e-01	4.6901e-01	4.8251e-01	5.0999e-01	5.3798e-01	5.6648e-01	6.0778e-01	6.8196e-01	7.3232e-01	9.3173e-01	1.0771e+00	8.6988e-01
4.5781e-01	4.5954e-01	4.6672e-01	4.7718e-01	5.0561e-01	5.3458e-01	5.6412e-01	5.9772e-01	6.7556e-01	7.5719e-01	8.2582e-01	1.1170e+00	9.2183e-01	7.1930e-01
4.6158e-01	4.3271e-01	4.4766e-01	4.9465e-01	5.4844e-01	6.0417e-01	6.6058e-01	7.5268e-01	8.5591e-01	9.6522e-01	1.1436e+00	1.0645e+00	8.2118e-01	7.1641e-01
5.4312e-01	4.9310e-01	5.3631e-01	5.8077e-01	6.2652e-01	6.7359e-01	7.6261e-01	8.6642e-01	9.7635e-01	1.1509e+00	1.3284e+00	8.9354e-01	7.4257e-01	6.4536e-01
5.8265e-01	5.5366e-01	5.9315e-01	6.3926e-01	6.8670e-01	7.7259e-01	8.7699e-01	9.8755e-01	1.1582e+00	1.3381e+00	1.1309e+00	7.9984e-01	6.7044e-01	5.7724e-01
6.3751e-01	6.2036e-01	6.5747e-01	6.9991e-01	7.8159e-01	8.8412e-01	9.9255e-01	1.1560e+00	1.3369e+00	1.1517e+00	9.6668e-01	7.2223e-01	6.0128e-01	5.3027e-01
6.8720e-01	6.7682e-01	7.1132e-01	7.7748e-01	8.7405e-01	9.8190e-01	1.1396e+00	1.3204e+00	1.1510e+00	9.9132e-01	8.6875e-01	6.4796e-01	5.5691e-01	5.0359e-01
7.3775e-01	7.3508e-01	7.9131e-01	8.8140e-01	9.7697e-01	1.1234e+00	1.3040e+00	1.1358e+00	1.0002e+00	8.9217e-01	7.8400e-01	6.0283e-01	5.2976e-01	4.7736e-01
7.9068e-01	8.2574e-01	9.0720e-01	9.9286e-01	1.1271e+00	1.3072e+00	1.1235e+00	1.0027e+00	8.9747e-01	8.0541e-01	7.0780e-01	5.7204e-01	5.0308e-01	4.5248e-01
8.7127e-01	9.4588e-01	1.0327e+00	1.1542e+00	1.3256e+00	1.1394e+00	1.0221e+00	9.0749e-01	8.0848e-01	7.2542e-01	6.6835e-01	5.4185e-01	4.7687e-01	4.2809e-01
9.8049e-01	1.0764e+00	1.1951e+00	1.3715e+00	1.1705e+00	1.0446e+00	9.3313e-01	8.2671e-01	7.3891e-01	6.9252e-01	6.3819e-01	5.1224e-01	4.5460e-01	4.2921e-01
1.0885e+00	1.2110e+00	1.3888e+00	1.2133e+00	1.0825e+00	9.7349e-01	8.5553e-01	7.5933e-01	7.1290e-01	6.6810e-01	6.1725e-01	4.9813e-01	4.5818e-01	4.3510e-01
1.2045e+00	1.3735e+00	1.2160e+00	1.1070e+00	1.0174e+00	8.9971e-01	7.9619e-01	7.3826e-01	6.8818e-01	6.4403e-01	6.0324e-01	4.9913e-01	4.6178e-01	4.4100e-01
1.3503e+00	1.1979e+00	1.1057e+00	1.0428e+00	9.2810e-01	8.3142e-01	7.7728e-01	7.2041e-01	6.7553e-01	6.3799e-01	6.0475e-01	5.0012e-01	4.6579e-01	4.4693e-01
