Validation,mean r2
Validation1,0.8769172740000001
Validation2,0.8478901520000001
Validation3,0.869401984
Validation4,0.82429631
Validation5,0.824194937
Validation6,0.8806648009999999
Validation7,0.9060956170000001
Validation8,0.9225160029999999
Validation9,0.9159151390000001
Validation10,0.781720553
