Validation,mean r2
Validation1,0.8223816265944426
Validation2,0.8336936246575137
Validation3,0.9160590826694092
Validation4,0.8629507336821581
Validation5,0.8494447797501458
Validation6,0.7065144717279357
Validation7,0.9098253037432459
Validation8,0.7704815608441937
Validation9,0.9307639808253764
Validation10,0.7234056470990409
