Validation,mean r2
Validation1,0.862422713414729
Validation2,0.7327541211012276
Validation3,0.880156081030415
Validation4,0.8309668081634995
Validation5,0.8658252823217041
Validation6,0.8719384566493761
Validation7,0.8776936535660763
Validation8,0.9122769538264336
Validation9,0.88220077372134
Validation10,0.6613140225440202
