Validation,mean r2
Validation1,0.7039775265042312
Validation2,0.8334599696896765
Validation3,0.8723916908337381
Validation4,0.8330412069904856
Validation5,0.8447196261796591
Validation6,0.8089673466220809
Validation7,0.9077727431163626
Validation8,0.8452830177581938
Validation9,0.9426564352290164
Validation10,0.757424841037366
