Validation,mean MAPE
Validation1,11.958222054663436
Validation2,17.245931121325302
Validation3,13.366098895640011
Validation4,14.144510892747176
Validation5,11.797494948595483
Validation6,10.22103149906828
Validation7,10.608933879988133
Validation8,11.219408422627218
Validation9,14.887504786992068
Validation10,9.63083010191464
