3.1194e-01	3.0454e-01	3.0839e-01	3.1225e-01	3.1612e-01	3.2504e-01	3.3580e-01	3.4665e-01	3.5387e-01	3.8530e-01	4.1835e-01	4.9487e-01	5.7942e-01	7.4579e-01
3.5306e-01	3.4640e-01	3.5037e-01	3.5730e-01	3.6832e-01	3.7943e-01	3.9064e-01	4.0767e-01	4.5455e-01	4.8926e-01	5.2480e-01	6.6251e-01	8.2996e-01	9.4318e-01
3.9548e-01	3.9035e-01	4.0164e-01	4.1302e-01	4.2450e-01	4.3606e-01	4.5492e-01	5.0824e-01	5.6371e-01	6.0102e-01	6.4447e-01	9.1208e-01	1.0345e+00	8.4432e-01
4.3607e-01	4.4743e-01	4.5918e-01	4.7103e-01	4.8297e-01	5.0376e-01	5.5545e-01	6.2056e-01	6.8106e-01	7.3323e-01	8.5616e-01	1.0886e+00	9.2070e-01	6.9592e-01
4.7060e-01	5.0240e-01	5.1908e-01	5.3258e-01	5.5250e-01	5.9449e-01	6.5309e-01	7.1385e-01	7.9067e-01	9.1768e-01	1.0606e+00	9.3613e-01	7.5636e-01	6.0223e-01
6.2155e-01	6.1175e-01	6.3988e-01	6.6494e-01	7.1728e-01	7.9155e-01	8.6904e-01	9.7889e-01	1.1470e+00	1.3105e+00	1.4159e+00	8.7630e-01	7.1284e-01	6.0319e-01
7.1994e-01	7.0023e-01	7.2754e-01	7.8522e-01	8.6386e-01	9.4597e-01	1.0637e+00	1.2345e+00	1.4046e+00	1.5377e+00	1.2862e+00	7.5263e-01	6.6112e-01	5.4539e-01
7.8834e-01	7.8154e-01	8.4306e-01	9.2426e-01	1.0090e+00	1.1323e+00	1.3057e+00	1.4832e+00	1.6400e+00	1.4077e+00	1.1260e+00	7.0223e-01	6.0123e-01	4.8968e-01
8.6630e-01	9.0278e-01	9.8661e-01	1.0741e+00	1.2033e+00	1.3774e+00	1.5605e+00	1.7259e+00	1.4994e+00	1.2475e+00	9.8331e-01	6.5909e-01	5.4350e-01	4.4684e-01
9.7630e-01	1.0510e+00	1.1413e+00	1.2762e+00	1.4514e+00	1.6402e+00	1.8146e+00	1.5921e+00	1.3316e+00	1.1028e+00	8.8468e-01	5.9927e-01	4.9246e-01	4.2804e-01
1.1078e+00	1.2030e+00	1.3470e+00	1.5277e+00	1.7223e+00	1.9061e+00	1.6883e+00	1.4183e+00	1.1810e+00	9.7300e-01	8.1571e-01	5.4161e-01	4.7307e-01	4.0948e-01
1.2363e+00	1.3848e+00	1.5827e+00	1.7934e+00	2.0006e+00	1.7765e+00	1.5083e+00	1.2514e+00	1.0315e+00	8.9815e-01	7.4832e-01	5.1951e-01	4.5393e-01	3.9117e-01
1.3968e+00	1.6093e+00	1.8391e+00	2.0619e+00	1.8649e+00	1.5901e+00	1.3208e+00	1.0917e+00	9.5800e-01	8.2613e-01	6.8343e-01	4.9977e-01	4.3844e-01	3.8962e-01
1.6162e+00	1.8481e+00	2.1036e+00	1.9087e+00	1.6699e+00	1.3923e+00	1.1536e+00	1.0160e+00	8.8713e-01	7.5685e-01	6.4218e-01	4.9190e-01	4.4126e-01	3.9234e-01
1.8556e+00	2.1142e+00	1.9270e+00	1.7157e+00	1.4656e+00	1.2173e+00	1.0756e+00	9.4299e-01	8.1883e-01	7.0440e-01	6.3094e-01	4.9483e-01	4.4409e-01	3.9507e-01
2.1084e+00	1.9344e+00	1.7310e+00	1.5052e+00	1.2797e+00	1.1371e+00	1.0005e+00	8.7453e-01	7.7325e-01	7.0384e-01	6.3229e-01	4.9776e-01	4.4692e-01	3.9781e-01
