"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
1.274422223813575172e+00,4.017938352627412057e-01,nan,nan
1.243556709999642740e+00,3.954195412292383915e-01,nan,nan
1.170545484789029311e+00,3.734189551966233256e-01,nan,nan
1.076868008461967063e+00,3.498049715923926550e-01,9.729999999999999760e-01,1.367623498107518598e-01
1.035520395350693956e+00,3.476647507244060020e-01,9.435912691215029291e-01,1.818999976266947594e-01
9.831847340918683509e-01,3.374599842128097604e-01,9.052335906163935242e-01,1.590045898722332873e-01
9.778298319378287973e-01,3.497472996764776632e-01,8.458875149715165964e-01,1.493644035786276802e-01
9.460155207363760699e-01,3.509096246136735320e-01,8.409221814881709944e-01,1.822407924296883253e-01
9.414884273146810756e-01,3.685163740592010129e-01,8.338865063837275216e-01,1.994532541022446814e-01
9.563858018215551926e-01,3.898929830857372214e-01,8.143062246230328149e-01,2.002260381907412234e-01
nan,nan,nan,nan
nan,nan,7.082848177764068387e-01,1.904374806120551766e-01
nan,nan,7.257516347975287996e-01,2.201361291639305495e-01
nan,nan,6.843947887579594491e-01,2.261057601829890573e-01
nan,nan,nan,nan
