"EFI_peaks"
nan
1.096999999999999975e+00
1.114999999999999991e+00
1.060999999999999943e+00
9.909999999999999920e-01
9.549999999999999600e-01
1.008000000000000007e+00
1.044000000000000039e+00
1.096999999999999975e+00
1.078999999999999959e+00
1.060999999999999943e+00
nan
8.309999999999999609e-01
8.489999999999999769e-01
7.960000000000000409e-01
nan
