"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
1.670616161906795183e+00,4.327328250887673144e-01,nan,nan
1.606192280931578287e+00,4.317779363039819795e-01,nan,nan
1.542194839549847929e+00,4.286632418791391785e-01,nan,nan
1.468278473459421862e+00,4.297423874286523948e-01,1.254000000000000004e+00,1.489384188122184205e-01
1.360762272354056668e+00,4.266800027851966881e-01,1.222023969105176633e+00,1.705429119481005618e-01
1.273422588440325631e+00,4.233324647075284441e-01,1.162577031345709999e+00,1.676183398569970062e-01
1.242849037593118489e+00,4.438993181863513104e-01,1.088558125797962628e+00,1.815423334975294067e-01
1.224077853734495624e+00,4.702365553307867874e-01,1.022404834766554860e+00,1.711981255949757419e-01
1.157910367332980694e+00,4.717383481628375508e-01,1.019900395959898898e+00,2.081365711991111089e-01
1.279701496286230533e+00,6.051050416291676726e-01,9.636604500299136289e-01,2.251409983688999750e-01
nan,nan,nan,nan
nan,nan,8.343247733111004427e-01,2.317076316583768503e-01
nan,nan,8.445394896342699464e-01,2.256393919993572028e-01
nan,nan,6.652706204813154667e-01,1.765677759008459635e-01
nan,nan,nan,nan
