"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
1.708316466400154887e+00,3.703056240287387890e-01,nan,nan
1.699237270317813131e+00,3.786410869975679883e-01,nan,nan
1.638485269595622462e+00,3.859940898032703238e-01,nan,nan
1.561044886521024244e+00,3.846516758323442753e-01,1.395999999999999908e+00,1.342002709252966830e-01
1.518020447058973543e+00,3.919932555897849835e-01,1.348568501385958518e+00,1.239318766338838029e-01
1.442518346166818510e+00,3.895000035302415564e-01,1.277161207266060750e+00,1.271274972429324301e-01
1.463989925364730826e+00,4.009690159509834428e-01,1.194660643511046727e+00,1.313732019273800289e-01
1.395925912154702964e+00,4.080016746518142501e-01,1.163947455376950657e+00,1.579689012787044988e-01
1.319244876811136225e+00,3.817601675878505851e-01,1.186897308316745780e+00,1.968535753248405185e-01
1.372456692022050673e+00,4.556726415622634474e-01,1.194639877074894052e+00,2.390722470154692803e-01
nan,nan,nan,nan
nan,nan,1.010339960712362650e+00,2.447238938581520196e-01
nan,nan,1.137547542554848023e+00,3.300766902767179878e-01
nan,nan,8.329762591670368810e-01,2.247484983064581554e-01
nan,nan,nan,nan
