"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
1.014854731277689437e+00,3.193961630659733486e-01,nan,nan
1.014305625192704730e+00,3.221761827445435156e-01,nan,nan
1.020904148861667471e+00,3.332394921654441844e-01,nan,nan
1.009784319714797762e+00,3.335038468342073625e-01,8.479999999999999760e-01,1.926450779423959370e-01
9.851471770322751675e-01,3.441065550542593554e-01,8.513424066805603818e-01,1.833951147360889378e-01
9.675585471590633091e-01,3.593542860494057245e-01,8.397346757084485080e-01,1.842071657964151066e-01
9.767904777784681691e-01,3.855022189225266183e-01,8.268846934836351359e-01,1.912525031323139557e-01
9.520711488361146557e-01,4.000466780878903506e-01,8.280447644957799058e-01,2.023060898322671386e-01
9.217128995509402678e-01,4.342774078583431785e-01,8.160901632377715043e-01,2.052289327559030097e-01
8.767838083756844814e-01,4.519783000875487455e-01,7.920098439151642689e-01,2.045672867109295245e-01
nan,nan,nan,nan
nan,nan,6.216129804808179227e-01,1.405529145055726126e-01
nan,nan,5.927056393333881568e-01,1.382432205007284864e-01
nan,nan,5.160991434660530119e-01,1.119207846594074407e-01
nan,nan,nan,nan
