"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
7.680765160905976829e-01,3.716030414503826984e-01,nan,nan
7.209512500401021873e-01,3.598715435240334992e-01,nan,nan
6.857271379469682682e-01,3.492928376879607111e-01,nan,nan
6.644901657008984719e-01,3.557252004207865359e-01,5.649999999999999467e-01,1.421070573025498829e-01
6.672402640006687147e-01,3.603474807781325007e-01,5.464681190518526632e-01,1.295354951909329921e-01
6.827000739856421418e-01,3.530585299722575066e-01,5.330663192823416052e-01,1.427131866219613354e-01
7.554699253886152377e-01,4.088707476798508766e-01,5.382888166144695896e-01,2.054394782390225882e-01
8.030253538276245218e-01,4.282154227263756385e-01,5.643276101399149480e-01,2.600113130994977650e-01
8.726598829081009256e-01,4.389693496383574867e-01,6.126798026132564967e-01,3.038850124937463315e-01
1.070866119800961025e+00,5.756551544242313190e-01,7.050924400262423841e-01,3.591829260574999627e-01
nan,nan,nan,nan
nan,nan,6.917300166919287951e-01,3.797180065574109475e-01
nan,nan,7.984186641363431036e-01,4.644345875150048264e-01
nan,nan,5.633769490569485727e-01,3.213064908574311263e-01
nan,nan,nan,nan
