"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
9.646469075615284883e-01,3.218454804180564954e-01,nan,nan
9.781935573630633485e-01,3.396451420892985240e-01,nan,nan
9.670971572686867246e-01,3.380752984291199859e-01,nan,nan
9.582050365044743057e-01,3.449468868149667689e-01,8.129999999999999449e-01,2.015451372656288653e-01
9.247326823574352206e-01,3.310259315865996532e-01,8.222870586713115770e-01,2.057829383807379398e-01
9.003781820550684767e-01,3.323892233877642211e-01,7.811552865351797381e-01,1.625351179510177158e-01
9.124508224064051820e-01,3.495062028572781809e-01,7.490453633039363401e-01,1.750968332940430472e-01
9.423174205132590631e-01,3.659828814267139241e-01,7.519495012998544947e-01,1.891281345776079925e-01
9.206069140158228414e-01,3.599083152361748916e-01,7.674664973614950814e-01,2.236028711054982576e-01
9.672061781538633385e-01,4.292191739447262511e-01,7.869404097970167378e-01,2.388341228278251793e-01
nan,nan,nan,nan
nan,nan,7.239371257986395580e-01,2.323518133401706320e-01
nan,nan,7.702522631795352126e-01,2.705236359006242819e-01
nan,nan,6.405971658054480100e-01,1.984656668600304208e-01
nan,nan,nan,nan
