"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
1.011615854551717986e+00,4.029141292528964913e-01,nan,nan
1.066011117531308505e+00,4.132229520153980484e-01,nan,nan
1.063464059853427068e+00,4.214062390142965242e-01,nan,nan
1.052370469999300617e+00,4.183975130176317281e-01,8.479999999999999760e-01,2.623540497538005001e-01
1.068369608285769656e+00,4.207466829492038096e-01,8.548211746635924202e-01,2.475075864545003002e-01
1.064547028700361997e+00,4.100558853917741775e-01,8.429714161084012058e-01,2.313799017102462496e-01
1.082166121099827683e+00,4.159563172084996263e-01,8.608178153264927079e-01,2.783125042546013006e-01
1.079545170978415181e+00,4.278581312306174445e-01,8.699507300630237028e-01,3.009086355906850363e-01
1.029980012154402713e+00,4.066779234648088548e-01,9.176258459636368325e-01,3.325929206577424857e-01
1.042837345581776098e+00,4.306864138312038182e-01,9.294577178783813842e-01,3.525342595115701361e-01
nan,nan,nan,nan
nan,nan,7.900938406725830365e-01,3.401878848069155858e-01
nan,nan,9.427057004861507661e-01,4.344765689050353319e-01
nan,nan,6.941283023399205110e-01,3.168480515518840024e-01
nan,nan,nan,nan
