"EFI_peaks"
nan
9.719999999999999751e-01
1.042000000000000037e+00
1.060000000000000053e+00
1.094999999999999973e+00
1.112999999999999989e+00
1.131000000000000005e+00
1.165999999999999925e+00
1.201000000000000068e+00
1.201000000000000068e+00
1.183999999999999941e+00
nan
8.659999999999999920e-01
8.659999999999999920e-01
7.069999999999999618e-01
nan
