"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
1.566210292084810440e+00,5.168710573538086717e-01,nan,nan
1.492922048418906522e+00,4.994262646295357655e-01,nan,nan
1.376537145316492738e+00,4.745440644967875987e-01,nan,nan
1.259630351362365230e+00,4.484245578589085568e-01,1.094999999999999973e+00,1.468884437294249445e-01
1.243263121511891223e+00,4.443662975313829033e-01,1.081100934061502983e+00,1.950593696120247189e-01
1.157292331827606491e+00,4.028735641488613295e-01,9.848263962830374751e-01,1.947224578436503872e-01
1.105404633748486853e+00,3.756465596697449172e-01,9.621231827015548355e-01,2.582627206618465787e-01
1.083879997161482533e+00,3.692512842390625605e-01,9.712072333133373592e-01,2.688615895945740131e-01
1.014382713777611134e+00,3.464005152522210418e-01,9.635110437311935616e-01,2.927756082784379599e-01
1.031169397133052890e+00,3.947710165962048934e-01,9.249699386626386577e-01,2.913732487812055738e-01
nan,nan,nan,nan
nan,nan,8.274873793896277974e-01,2.769575525434891383e-01
nan,nan,9.349485911326524956e-01,3.535726143091617035e-01
nan,nan,6.787484565097425815e-01,2.319133246992353681e-01
nan,nan,nan,nan
