"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
2.277757976898907799e+00,7.040924902170543342e-01,nan,nan
2.345109669176975054e+00,7.157457097531485513e-01,nan,nan
2.123294988253366711e+00,6.873074061693765779e-01,nan,nan
2.029633738239344787e+00,6.832901563501556641e-01,1.574000000000000066e+00,4.528016796757489693e-01
2.145914576167844867e+00,7.208459300652232393e-01,1.505032725808367333e+00,3.834913641006613694e-01
1.806581959986422126e+00,6.573973116084951274e-01,1.457275811963841150e+00,4.060333442961640005e-01
1.724057346738589347e+00,6.293542858275633645e-01,1.399705057625568516e+00,4.679906504309134241e-01
1.611336822963320481e+00,6.137356422994858507e-01,1.259548714719378459e+00,4.366831908036792331e-01
1.348023795774376365e+00,5.345931205464830027e-01,1.303913371481338679e+00,4.919663962146046399e-01
1.337303266969659399e+00,5.515470851364565608e-01,1.210749624419602100e+00,4.676569695464000143e-01
nan,nan,nan,nan
nan,nan,9.547908139110052872e-01,4.111511238010323033e-01
nan,nan,1.128266160841623789e+00,5.165249644304420462e-01
nan,nan,7.837368135594903196e-01,3.470789794244211746e-01
nan,nan,nan,nan
