"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
1.405260988637301978e+00,3.741070969699132887e-01,nan,nan
1.363259286310311680e+00,3.684591113252684291e-01,nan,nan
1.292636537542508623e+00,3.602424609968157276e-01,nan,nan
1.249278188255108724e+00,3.646242399127362921e-01,1.094999999999999973e+00,1.208671864817511266e-01
1.232835332356188474e+00,3.806652568212496868e-01,1.065632632697800286e+00,1.248168451107898314e-01
1.200648797252001021e+00,3.725783847991910314e-01,1.048397021814990726e+00,1.379484630915557009e-01
1.209104941442787240e+00,4.006853267451941369e-01,9.873745163008972314e-01,1.347577758090269251e-01
1.184664206608912584e+00,4.288659599453850668e-01,9.827927439274027899e-01,1.668893088582203144e-01
1.139403997378143574e+00,4.311803693180271124e-01,9.903346166909501314e-01,2.047169115443261689e-01
1.222484678043567641e+00,5.104399961638490524e-01,9.879027507334730007e-01,2.306127016657898710e-01
nan,nan,nan,nan
nan,nan,8.477545633273817494e-01,2.345696268692616104e-01
nan,nan,8.663009534976584547e-01,2.632946722872925860e-01
nan,nan,6.779041395595615249e-01,1.819228649483369264e-01
nan,nan,nan,nan
