"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
9.485534651306509746e-01,2.453616098771702614e-01,nan,nan
9.515399788181155838e-01,2.452992144182104539e-01,nan,nan
9.588634075845032800e-01,2.609731757576727595e-01,nan,nan
9.451092851718363441e-01,2.543264739961073606e-01,8.139999999999999458e-01,9.713234076270156614e-02
9.155154880654904348e-01,2.433338669713817626e-01,8.139623359407336389e-01,1.042932231995170461e-01
9.044247758771615242e-01,2.448543129775670735e-01,7.872089480472992395e-01,1.127331374615230253e-01
9.505551742821961581e-01,2.770550542564197971e-01,7.895979262570652635e-01,1.168085485456633460e-01
9.493560303398946854e-01,2.843235910793096011e-01,7.947762417268831037e-01,1.320487339417497352e-01
9.480616531778832679e-01,2.896643299686354478e-01,8.227198479851581814e-01,1.642419443931556478e-01
1.032079763315120635e+00,3.942061898810315101e-01,8.350110654288142031e-01,1.787279786439832929e-01
nan,nan,nan,nan
nan,nan,8.001030907526121005e-01,1.891562955899654674e-01
nan,nan,8.197491255958735401e-01,2.189184797567698959e-01
nan,nan,6.871622575529865440e-01,1.802913050930253502e-01
nan,nan,nan,nan
