"EFI_peaks"
nan
1.536999999999999922e+00
1.556999999999999940e+00
1.502000000000000002e+00
1.433000000000000052e+00
1.377999999999999892e+00
1.290000000000000036e+00
1.203000000000000069e+00
1.185000000000000053e+00
1.185000000000000053e+00
1.149999999999999911e+00
nan
9.729999999999999760e-01
9.379999999999999449e-01
9.020000000000000240e-01
nan
