"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
1.359241792641071367e+00,4.895841073091803941e-01,nan,nan
1.368172765210166064e+00,4.856603600866694626e-01,nan,nan
1.319124493733666581e+00,4.696894046940079948e-01,nan,nan
1.299953633499777217e+00,4.876788209578364341e-01,1.042000000000000037e+00,2.388699346300422188e-01
1.275289362271133431e+00,5.136988969820481810e-01,1.050782349771458568e+00,2.557930551877294345e-01
1.228359388991597800e+00,5.265675265664383486e-01,1.043671529882692850e+00,2.450599748669214095e-01
1.237295049717686890e+00,5.813338258483869980e-01,1.008667604679746033e+00,2.480895493751849867e-01
1.163766047111568946e+00,6.322974477983464014e-01,9.990046514024434332e-01,2.755462608783394440e-01
1.107670603286862621e+00,6.912901442150546361e-01,9.855984494931778750e-01,2.989825206751488551e-01
1.373762592849117725e+00,9.994115324563443981e-01,9.556966007295455423e-01,3.119862791564336213e-01
nan,nan,nan,nan
nan,nan,6.848181412508138610e-01,3.139490210715831786e-01
nan,nan,6.327639090114054454e-01,3.416828109037380323e-01
nan,nan,4.163441388458469228e-01,2.674468734238060752e-01
nan,nan,nan,nan
