"EFI_peaks"
nan
1.431000000000000050e+00
1.449000000000000066e+00
1.449000000000000066e+00
1.431000000000000050e+00
1.342999999999999972e+00
1.219000000000000083e+00
1.147999999999999909e+00
1.131000000000000005e+00
1.094999999999999973e+00
1.094999999999999973e+00
nan
9.360000000000000542e-01
1.006999999999999895e+00
9.190000000000000391e-01
nan
