"EFI_peaks"
nan
8.299999999999999600e-01
8.479999999999999760e-01
8.659999999999999920e-01
8.659999999999999920e-01
8.479999999999999760e-01
8.479999999999999760e-01
8.309999999999999609e-01
8.479999999999999760e-01
8.139999999999999458e-01
7.770000000000000240e-01
nan
6.720000000000000417e-01
7.079999999999999627e-01
6.720000000000000417e-01
nan
