"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
1.237144484951777645e+00,3.533251026732333600e-01,nan,nan
1.225903757294606988e+00,3.544165620711446363e-01,nan,nan
1.174835719105385756e+00,3.495116771197577799e-01,nan,nan
1.142939464061143662e+00,3.669452775861650196e-01,9.889999999999999902e-01,1.635570831106448186e-01
1.076501210524313246e+00,3.805174144504130385e-01,9.560102403707169128e-01,1.243456797207679043e-01
1.024068743145984062e+00,3.803457313148072561e-01,9.264251910225005382e-01,1.185649318468750407e-01
1.027762048094878145e+00,4.023852788408197045e-01,8.805220691814378275e-01,1.219006088481085770e-01
9.778672749363913619e-01,4.275319770138017450e-01,8.412154165707008691e-01,1.116231900962569995e-01
9.248139222015639982e-01,4.284194229018310485e-01,8.391317902724075850e-01,1.466202918860852744e-01
8.719780225924950168e-01,4.241506783970789840e-01,8.066859204055091270e-01,1.676149658279803278e-01
nan,nan,nan,nan
nan,nan,6.776981153716584716e-01,1.830699198227282720e-01
nan,nan,6.512496754489858208e-01,2.111601218597490559e-01
nan,nan,5.420604120036470741e-01,1.697339281621178253e-01
nan,nan,nan,nan
