"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
1.080209546305097579e+00,3.396736106559092305e-01,nan,nan
1.121180717326200282e+00,3.613929035128986000e-01,nan,nan
1.113911423558633595e+00,3.725482245518456081e-01,nan,nan
1.095088040770817006e+00,3.745895753863781596e-01,9.200000000000000400e-01,1.766050666781284195e-01
1.053477394253633292e+00,3.820003702539947477e-01,9.255921450151899377e-01,1.857628583017252033e-01
1.012759022932417707e+00,3.714562306337507169e-01,8.975139734845732908e-01,1.848618861783291878e-01
1.017519309690810392e+00,3.804645677294292705e-01,8.613653085118747610e-01,1.855422819963451764e-01
9.941922292131348815e-01,3.717126853977307799e-01,8.420004450992119027e-01,2.102003054695274487e-01
9.458933095857900986e-01,3.438838448012471738e-01,8.264966915021760840e-01,2.187458886110695833e-01
1.061571153793426037e+00,4.302064885023095253e-01,8.242677504460125260e-01,2.389956013961921921e-01
nan,nan,nan,nan
nan,nan,7.764665858636518037e-01,2.589164329920720653e-01
nan,nan,8.351661834496063586e-01,3.128305234213724639e-01
nan,nan,6.384716932515136500e-01,2.157714009550953105e-01
nan,nan,nan,nan
