"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
1.561189066375994194e+00,5.362658670995057442e-01,nan,nan
1.508872870338162420e+00,5.352084997269871414e-01,nan,nan
1.420978933807151456e+00,5.333291189191972093e-01,nan,nan
1.332128647727802706e+00,5.213910413937232757e-01,1.149999999999999911e+00,1.395121492618529579e-01
1.205773945550035142e+00,5.153853936613801423e-01,1.083350104999949215e+00,1.748522260901619052e-01
1.111164901595533161e+00,5.040149316730100360e-01,1.023663466334504779e+00,2.038419211374842277e-01
1.039664741915768964e+00,5.245518318362224486e-01,9.429314768128632673e-01,2.074787180689336985e-01
9.523109795304514069e-01,5.097805996384217053e-01,8.880501240317660860e-01,2.149793724493665181e-01
8.358196653255441921e-01,4.817820678182497263e-01,8.217138961264953689e-01,2.310619919466516403e-01
8.979779704051112921e-01,5.974226454563844602e-01,7.683609880940108772e-01,2.464368743781306381e-01
nan,nan,nan,nan
nan,nan,5.909797543602687275e-01,2.453839247056541495e-01
nan,nan,6.174675295434828293e-01,3.031233943818216758e-01
nan,nan,4.391868136218139984e-01,1.975756622504993565e-01
nan,nan,nan,nan
