"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
1.562911596269226822e+00,3.840780518083761752e-01,nan,nan
1.567898386373100195e+00,3.928292082064566149e-01,nan,nan
1.520168704233502588e+00,3.957300522183182512e-01,nan,nan
1.409505063253433388e+00,3.773174972691241136e-01,1.290000000000000036e+00,1.458032771101203107e-01
1.269285261302086631e+00,3.476936789211593215e-01,1.258303438520559148e+00,1.486936503800719012e-01
1.193868882824056898e+00,3.294277958422580088e-01,1.131118716352975895e+00,1.101801153959242469e-01
1.178975803955762514e+00,3.415027682034097456e-01,1.023956938981860132e+00,1.239633877931990702e-01
1.121077407153038052e+00,3.135302505983221244e-01,9.896956495587788671e-01,1.311451011083831775e-01
1.101729665938009362e+00,3.169834535292551103e-01,9.791176906263338031e-01,1.517652884537430968e-01
1.126870994728529363e+00,3.265960147775953670e-01,9.866391193294092865e-01,1.901119997463333045e-01
nan,nan,nan,nan
nan,nan,8.953063041819188106e-01,2.103369470561343713e-01
nan,nan,9.431756184354798123e-01,2.814417257150227392e-01
nan,nan,8.117596582531385607e-01,2.214763612983630392e-01
nan,nan,nan,nan
