"right.p0","right.p1","left.p0","left.p1"
1.399047055020541608e+00,4.424258346680729481e-01,nan,nan
1.485087638535568466e+00,4.803236848644449331e-01,nan,nan
1.539646224308878208e+00,4.986236978975925882e-01,nan,nan
1.545356255472851048e+00,5.309794068908714193e-01,nan,nan
1.536557725965005172e+00,5.458070261748181329e-01,1.208606449135825045e+00,2.886538321758586600e-01
1.470680986257016043e+00,5.803610714286580041e-01,1.239062869014960100e+00,3.089736086675279325e-01
1.322174412254332410e+00,6.052810506906163290e-01,1.184897642269549189e+00,2.907520730504312700e-01
1.239148253170487601e+00,5.973727641144931377e-01,1.097798980648217348e+00,2.794484011272262980e-01
1.158983490311396913e+00,6.406172795302879086e-01,9.982474408033401581e-01,2.685101165034022297e-01
1.031499204325438512e+00,6.283578528719857559e-01,9.213254588927919375e-01,2.846047380617502398e-01
1.071815640703517092e+00,7.378614154965896788e-01,8.310291749924666460e-01,2.809842556873415886e-01
nan,nan,nan,nan
nan,nan,6.257177272075273855e-01,2.442545736664094580e-01
nan,nan,5.558901839457699445e-01,2.212709976157341829e-01
nan,nan,4.646580737406716954e-01,1.901412929427358511e-01
nan,nan,nan,nan
