"EFI_peaks"
nan
1.502000000000000002e+00
1.483999999999999986e+00
1.413000000000000034e+00
1.306999999999999940e+00
1.201000000000000068e+00
1.201000000000000068e+00
1.112999999999999989e+00
1.060000000000000053e+00
1.060000000000000053e+00
1.006999999999999895e+00
nan
7.950000000000000400e-01
8.129999999999999449e-01
7.419999999999999929e-01
nan
