"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
1.259660026589563442e+00,3.367472531825409510e-01,nan,nan
1.228559861497710237e+00,3.370407381918313905e-01,nan,nan
1.199770117809675796e+00,3.334398409275133313e-01,nan,nan
1.187256619669168067e+00,3.254320308709680587e-01,1.042000000000000037e+00,1.272941062729968098e-01
1.183575868195789305e+00,3.172052554248528389e-01,1.045282726852291955e+00,1.468011081781428750e-01
1.221779893057513222e+00,3.328872070001676620e-01,9.810377386005788569e-01,1.282151865024671045e-01
1.258090885407116444e+00,3.293370637274017909e-01,9.840975958462786499e-01,1.597779800071027489e-01
1.265471293590500146e+00,3.361649933821055924e-01,1.010261177220514117e+00,1.917393418619319501e-01
1.247586745651696916e+00,3.239491580091930500e-01,1.090507202493191663e+00,2.495095568478116477e-01
1.306542708888807081e+00,3.685033541295951176e-01,1.118304682152005514e+00,2.743326755076053169e-01
nan,nan,nan,nan
nan,nan,1.035489267741431574e+00,2.883716287931687439e-01
nan,nan,1.243336265260638562e+00,3.772633848550703828e-01
nan,nan,9.109159321846461710e-01,2.641475620413852865e-01
nan,nan,nan,nan
