"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
2.000037222592783159e+00,4.779556484441824238e-01,nan,nan
1.958216985548770994e+00,4.805577474779039182e-01,nan,nan
1.826678511340942057e+00,4.668237630873326993e-01,nan,nan
1.869057787393638925e+00,4.896024649124473549e-01,1.467999999999999972e+00,1.456835974730193717e-01
1.824622231793676663e+00,5.069596606158260910e-01,1.477211878293735348e+00,1.859113442683090478e-01
1.790812768151425649e+00,5.257839438212912331e-01,1.480105414213473747e+00,2.243303803378662586e-01
1.848640676968031693e+00,5.690677444518730255e-01,1.442888710424753862e+00,2.402056519068906659e-01
1.745741772073928111e+00,5.702996678435303668e-01,1.448528534641928989e+00,2.654917425977927348e-01
1.710047121217870725e+00,5.455024980409443058e-01,1.411128249451061523e+00,3.108398280444523709e-01
1.748512677197990639e+00,5.833487824107882469e-01,1.329657849199852970e+00,3.381431735936311078e-01
nan,nan,nan,nan
nan,nan,1.191436396576908585e+00,4.005863043723753014e-01
nan,nan,1.378025321168411699e+00,4.995264626139744868e-01
nan,nan,9.469735259593375920e-01,3.667711360497525330e-01
nan,nan,nan,nan
