"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
1.062441634679674562e+00,3.071649367105060979e-01,nan,nan
1.057957281026397744e+00,3.073088748773739054e-01,nan,nan
1.015401353113560612e+00,3.086696413293363861e-01,nan,nan
9.849634819943509090e-01,3.074420636931822215e-01,8.830000000000000071e-01,8.930210141417910252e-02
9.759714776198200603e-01,3.110889568045038800e-01,8.528291531420582050e-01,9.399908096340321706e-02
9.453519519647252123e-01,2.939533231109227041e-01,8.189821069382933194e-01,9.606226184210743535e-02
9.769558662748015765e-01,3.080700513926230566e-01,8.137530298767521320e-01,1.186950646372636614e-01
9.721929524712525916e-01,3.207367219931503977e-01,7.989765322522875968e-01,1.382971457752531774e-01
9.765542704161173093e-01,3.103959561200185235e-01,8.277148713457463947e-01,1.708752209061118743e-01
1.045806216417798362e+00,3.753153700346063548e-01,8.569861354195258407e-01,2.117711283827729829e-01
nan,nan,nan,nan
nan,nan,7.982784317723710110e-01,2.423090854517667148e-01
nan,nan,9.176458767669360972e-01,3.219902982212666798e-01
nan,nan,7.573526170018306525e-01,2.600353194914180044e-01
nan,nan,nan,nan
