"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
1.861781450031842811e+00,4.626949213813946749e-01,nan,nan
1.830433023674309156e+00,4.767632959195735598e-01,nan,nan
1.742407598088739906e+00,4.846896736718128706e-01,nan,nan
1.626358492173630044e+00,4.783457528966355010e-01,1.449000000000000066e+00,1.290652352190055085e-01
1.510534066121766328e+00,4.709408347046935561e-01,1.384811297635521798e+00,1.459387447873095600e-01
1.361327052404761595e+00,4.424726069958078156e-01,1.325016301249660966e+00,1.707404276335589555e-01
1.291092710395203458e+00,4.229280952507899483e-01,1.160291993638713048e+00,1.754306300089019666e-01
1.284708759722470672e+00,4.554356297894390226e-01,1.035754862911169250e+00,1.718390808564681516e-01
1.195824737559434192e+00,4.225581548669926635e-01,1.059579715514529008e+00,2.207634381534268608e-01
1.314700017807401311e+00,5.513391679011721003e-01,1.055390215268583676e+00,2.618067947302520349e-01
nan,nan,nan,nan
nan,nan,9.122569184968482014e-01,2.821895493110205266e-01
nan,nan,1.011605570055787995e+00,3.732651628912846964e-01
nan,nan,7.380794005353095155e-01,2.864948637472563564e-01
nan,nan,nan,nan
