"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
1.014254605091938988e+00,2.993804100581368699e-01,nan,nan
1.040172524914186436e+00,3.037156977075868292e-01,nan,nan
1.063350098052538106e+00,3.164696728209632770e-01,nan,nan
1.080626560309979167e+00,3.169071913698417453e-01,8.659999999999999920e-01,1.234121645550071006e-01
1.075991573278980207e+00,3.161375873518482704e-01,8.876386775384325079e-01,1.517087897206646496e-01
1.086428552923301094e+00,3.146700926699257383e-01,9.104078512217362862e-01,1.683421609324520229e-01
1.116092599229767446e+00,3.423959333432953223e-01,9.361900491104190314e-01,2.061157055600844890e-01
1.083341145958644614e+00,3.478471269413022648e-01,9.391420097200633421e-01,2.115779923030643717e-01
1.059762335213763729e+00,3.616654694221218547e-01,9.620539566763562922e-01,2.428839333467081585e-01
1.408129665051573554e+00,6.672190692101919174e-01,9.617776711699711489e-01,2.472057179488699186e-01
nan,nan,nan,nan
nan,nan,8.685501446170001971e-01,2.440795492214739293e-01
nan,nan,9.647664145659478052e-01,3.167779231073868385e-01
nan,nan,6.347207791259192877e-01,2.086948436139133556e-01
nan,nan,nan,nan
