"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
1.021171391344457779e+00,4.661725021613556397e-01,nan,nan
9.490330207523504091e-01,4.542480282437600936e-01,nan,nan
8.544666622964068869e-01,4.096465968435892280e-01,nan,nan
7.814285785802751461e-01,3.830767230048105487e-01,7.079999999999999627e-01,1.938099508687325945e-01
7.260729417059835766e-01,3.713758744614875096e-01,6.741083043904089189e-01,1.812481876132614744e-01
7.101502899250148326e-01,3.482354365246999595e-01,6.254184413219456840e-01,1.811523647599318498e-01
7.521175714571132209e-01,3.730421776874489059e-01,5.742494539950611099e-01,1.665874933468672880e-01
7.729949840099193947e-01,3.781403837306354654e-01,5.830001155674127133e-01,2.186905843860735832e-01
7.968461401649240550e-01,3.959133348299933575e-01,5.968126996630865877e-01,2.574828989192162187e-01
8.431545747858679718e-01,3.811099087130296881e-01,6.272799210476027731e-01,2.845367821008629172e-01
nan,nan,nan,nan
nan,nan,6.422429216129094121e-01,3.196224569416911132e-01
nan,nan,7.302201590808256038e-01,3.768237501076105445e-01
nan,nan,6.279412331905905864e-01,3.219315649911949628e-01
nan,nan,nan,nan
