"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
1.428803322704150558e+00,4.209808982946550704e-01,nan,nan
1.394973937223164651e+00,4.070830435604310127e-01,nan,nan
1.299404841888565088e+00,3.955112706002748002e-01,nan,nan
1.246350077770389309e+00,4.057711603088269281e-01,1.096999999999999975e+00,1.466065632167046495e-01
1.136780627240361996e+00,3.759439212321418755e-01,1.066658465474036976e+00,1.581792304603691079e-01
1.126341312034635056e+00,3.765408371269054477e-01,1.017890342827116656e+00,1.427655026573169950e-01
1.119308884490163081e+00,3.982223703663404502e-01,9.690771658972494595e-01,1.601009820901218017e-01
1.101417857436739034e+00,3.998205749019400068e-01,9.517705486384298030e-01,1.783162899240516297e-01
1.069437203473868392e+00,4.199826847858775247e-01,9.327040639703206848e-01,2.050805465640924696e-01
1.190452579618870077e+00,5.251574654745804205e-01,9.371655359945224584e-01,2.252632119674214950e-01
nan,nan,nan,nan
nan,nan,8.201494927049790551e-01,2.517989618857476297e-01
nan,nan,8.466002628222009108e-01,2.974120354899610907e-01
nan,nan,6.583985029986201276e-01,2.480705269606523766e-01
nan,nan,nan,nan
