"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
8.496506237207530621e-01,2.769293965530590373e-01,nan,nan
8.885986616207233180e-01,2.933588726384737111e-01,nan,nan
8.906447395387995236e-01,2.925316358658414662e-01,nan,nan
9.000666844248140785e-01,2.855252789127677993e-01,7.780000000000000249e-01,1.731737933206606572e-01
8.852154089095576328e-01,2.965799355652058988e-01,7.669109063962282757e-01,1.520352603849165485e-01
8.828678264649292284e-01,2.919963856995179130e-01,7.578562630086527196e-01,1.544133393355180683e-01
8.977783571745956426e-01,3.024345715580525895e-01,7.459879433931845272e-01,1.643352612453975459e-01
8.893187950217421589e-01,3.086380827422633422e-01,7.529461304076540129e-01,1.888361493801964663e-01
8.554957841758259462e-01,2.988511650669915531e-01,7.595470987344394853e-01,2.132036616869537049e-01
9.410824698106891040e-01,4.010594175483778723e-01,7.592103970976450400e-01,2.145327308062151550e-01
nan,nan,nan,nan
nan,nan,7.140524355417458002e-01,2.103117370378294326e-01
nan,nan,7.571615780087868064e-01,2.624198079676173245e-01
nan,nan,6.480008401883350366e-01,2.011272903041839977e-01
nan,nan,nan,nan
