"EFI_peaks"
9.919999999999999929e-01
9.909999999999999920e-01
9.919999999999999929e-01
9.429999999999999494e-01
9.429999999999999494e-01
9.389999999999999458e-01
9.379999999999999449e-01
9.389999999999999458e-01
9.370000000000000551e-01
9.379999999999999449e-01
9.370000000000000551e-01
8.880000000000000115e-01
8.699999999999999956e-01
8.369999999999999662e-01
8.090000000000000524e-01
7.770000000000000240e-01
