"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
1.592927510979135652e+00,4.218814077988171651e-01,nan,nan
1.656867281023037819e+00,4.207777111103207512e-01,nan,nan
1.638394751228580137e+00,4.175773595382787362e-01,nan,nan
1.593487385345362384e+00,4.143345796483963173e-01,1.326999999999999957e+00,2.292944125383111764e-01
1.549209206132306171e+00,4.043598879716494565e-01,1.300212384182130476e+00,2.138969946227226304e-01
1.483276548919195026e+00,3.915160498429965386e-01,1.293160806069852953e+00,2.149053028947212063e-01
1.425835565818664108e+00,3.893097174433949870e-01,1.262942243527069852e+00,2.413646119371938015e-01
1.324142724878596633e+00,3.837378124218234765e-01,1.207841167138062222e+00,2.341927249016521051e-01
1.213670201230297341e+00,3.471633824857314199e-01,1.198297203620627860e+00,2.499661136020387697e-01
1.248666162374554300e+00,4.178113451225483055e-01,1.144359091561740538e+00,2.404427174478225848e-01
nan,nan,nan,nan
nan,nan,9.557076235710165735e-01,2.200168054983603905e-01
nan,nan,1.056590604698255609e+00,2.947721162657319649e-01
nan,nan,7.939351641049237074e-01,1.931570574094104431e-01
nan,nan,nan,nan
