"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
1.188917662977135636e+00,2.982038651891775194e-01,nan,nan
1.219774932278912427e+00,3.243286411505584277e-01,nan,nan
1.222796275768842422e+00,3.312592113421179429e-01,nan,nan
1.237993174087046899e+00,3.457775747954512369e-01,1.024999999999999911e+00,1.310434748094036483e-01
1.233700860689564305e+00,3.512149838823122594e-01,1.029557495812871704e+00,1.305524068925617842e-01
1.236479914512444545e+00,3.531214204737513906e-01,1.015178168333106923e+00,1.657531935884267171e-01
1.243336634391904783e+00,3.566386665277112566e-01,1.020986105957528256e+00,1.808785024254221108e-01
1.206225757995121883e+00,3.496776285456194011e-01,1.049925662629407785e+00,2.155205108131063585e-01
1.139909056334849069e+00,3.353217167391250864e-01,1.066918557507789078e+00,2.312693382509286300e-01
1.187694406606115916e+00,4.046889157410021309e-01,1.044559871948496532e+00,2.353925115942751833e-01
nan,nan,nan,nan
nan,nan,9.178001255638423839e-01,2.422132201899598880e-01
nan,nan,1.002990580652774355e+00,2.975312608022990801e-01
nan,nan,7.773352794427795809e-01,2.154477303942356203e-01
nan,nan,nan,nan
