"EFI_peaks"
nan
7.419999999999999929e-01
7.419999999999999929e-01
6.889999999999999458e-01
6.540000000000000258e-01
6.360000000000000098e-01
6.540000000000000258e-01
7.069999999999999618e-01
8.129999999999999449e-01
8.850000000000000089e-01
8.659999999999999920e-01
nan
7.950000000000000400e-01
7.950000000000000400e-01
6.889999999999999458e-01
nan
