"EFI_peaks"
nan
1.786999999999999922e+00
1.786999999999999922e+00
1.786999999999999922e+00
1.768999999999999906e+00
1.768999999999999906e+00
1.610000000000000098e+00
1.467999999999999972e+00
1.433000000000000052e+00
1.290999999999999925e+00
1.203000000000000069e+00
nan
8.669999999999999929e-01
8.489999999999999769e-01
7.610000000000000098e-01
nan
