"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
1.573169610590044787e+00,5.174868552956884971e-01,nan,nan
1.437191166916867990e+00,5.086771199421158407e-01,nan,nan
1.372925886563995057e+00,5.099166142589071082e-01,nan,nan
1.207999487964738883e+00,4.780924572589663746e-01,1.114999999999999991e+00,1.200129792006129209e-01
1.167319778346110004e+00,4.647006027006375106e-01,1.028001005683455649e+00,1.697313248716713907e-01
1.039653019926574329e+00,4.161435816262739062e-01,9.473428826862370089e-01,1.690526236179365205e-01
1.105339475269630833e+00,4.495354770048780035e-01,8.717069916240048899e-01,2.039084849660813825e-01
1.006510225901377620e+00,4.295271251095548748e-01,8.638437080176228910e-01,2.342466188646634417e-01
9.261470715386893593e-01,4.294404901546025610e-01,8.695922715492846455e-01,2.788309134407060963e-01
9.210867646106608575e-01,4.672825955866692360e-01,8.423518983785092118e-01,2.811633998938541934e-01
nan,nan,nan,nan
nan,nan,6.946103487385933972e-01,2.479685350716547276e-01
nan,nan,7.661921163129369328e-01,3.321054795316939479e-01
nan,nan,5.318819099685082596e-01,1.876926646009088040e-01
nan,nan,nan,nan
