"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
1.047700399918871428e+00,2.995716533318796837e-01,nan,nan
1.079601703997694617e+00,3.145618394039217391e-01,nan,nan
1.103482342178347508e+00,3.326007446087292929e-01,nan,nan
1.071516596113802899e+00,3.397454794446778670e-01,9.010000000000000231e-01,1.482717537385110640e-01
1.036202713362364358e+00,3.432866854784367705e-01,9.054236723357808048e-01,1.487654488687550902e-01
1.012497935130745930e+00,3.444571136710376513e-01,9.102170591233392782e-01,1.756217924388601692e-01
1.055481275472146763e+00,3.789827158845169297e-01,9.012621365732692569e-01,1.640441386493021458e-01
1.050324339430514842e+00,3.926599730725212067e-01,9.018312427195583902e-01,1.798234677553145477e-01
9.782584604109967330e-01,3.987026297239638084e-01,8.676541648262003914e-01,1.862665790085953066e-01
1.101379065783266276e+00,5.566766981547217608e-01,8.250820144686920043e-01,2.090008630898411435e-01
nan,nan,nan,nan
nan,nan,7.252515824993898130e-01,2.036804245596893492e-01
nan,nan,6.928947828984148849e-01,2.062698902113090926e-01
nan,nan,5.691478636449378570e-01,1.241897779628114568e-01
nan,nan,nan,nan
