"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
1.188160594336513665e+00,3.907523456049231680e-01,nan,nan
1.121451935883297502e+00,3.730612083446191440e-01,nan,nan
1.057871491856892332e+00,3.596343391472293649e-01,nan,nan
1.012839295440353560e+00,3.509657909815986909e-01,8.850000000000000089e-01,1.206486607041128006e-01
1.033906273245434271e+00,3.713868901270985234e-01,8.523982579843064622e-01,1.169713030084132271e-01
1.059301108235704669e+00,3.840713678933837527e-01,8.560212537928141296e-01,1.529087757754682142e-01
1.120731538751869705e+00,4.077774916391157523e-01,8.613653085118747610e-01,1.855422819963451764e-01
1.127735597710185056e+00,4.097107620235117542e-01,8.520769807512154070e-01,2.164374595812828816e-01
1.067885196721239716e+00,4.111419752442748710e-01,9.256323362768696938e-01,2.825817278355334805e-01
1.111180530992782467e+00,4.662477921274818526e-01,9.718315471605798450e-01,3.267022557933876303e-01
nan,nan,nan,nan
nan,nan,8.148604241558371486e-01,2.936826138317902846e-01
nan,nan,9.049061124246875476e-01,3.588715907553067797e-01
nan,nan,6.848954808143737916e-01,2.495951354839813230e-01
nan,nan,nan,nan
