"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
5.935671880867978700e-01,3.011320234746214242e-01,nan,nan
6.021686802013581641e-01,3.166512773694545868e-01,nan,nan
6.196629287581275625e-01,3.174699943222429321e-01,nan,nan
6.286014109011852646e-01,3.318770156172972108e-01,4.949999999999999956e-01,1.633821555755404498e-01
6.291093079419730616e-01,3.257065314160997316e-01,5.119411670819040694e-01,2.113293863204625811e-01
6.094121654141914091e-01,3.150770961768025735e-01,5.037447527472885822e-01,1.978370980963065628e-01
5.961406150564310114e-01,2.851171566108629540e-01,5.032652356332276700e-01,2.224276634563555066e-01
6.111914232045705386e-01,3.085064070674692349e-01,5.063465904351314162e-01,2.366329792736890369e-01
5.873980968405976277e-01,2.634038721158433738e-01,5.066710887158967225e-01,2.320275289714176792e-01
6.034774517688828999e-01,2.850393045285981586e-01,5.084563059455283751e-01,2.383260905792810025e-01
nan,nan,nan,nan
nan,nan,5.154825618667882026e-01,2.684400681972500813e-01
nan,nan,5.861920042637573935e-01,3.338297937578377228e-01
nan,nan,4.929766954831601988e-01,2.533429957971117807e-01
nan,nan,nan,nan
