"EFI_peaks"
nan
1.006999999999999895e+00
1.042000000000000037e+00
1.044000000000000039e+00
1.042000000000000037e+00
1.044000000000000039e+00
1.008000000000000007e+00
9.729999999999999760e-01
9.909999999999999920e-01
9.719999999999999751e-01
9.379999999999999449e-01
nan
8.139999999999999458e-01
8.309999999999999609e-01
7.610000000000000098e-01
nan
