"EFI_peaks"
7.478500000000000147e-01
7.698500000000000343e-01
6.818600000000000216e-01
6.378700000000000481e-01
6.378700000000000481e-01
6.378700000000000481e-01
6.378700000000000481e-01
6.378700000000000481e-01
5.938799999999999635e-01
5.718900000000000095e-01
5.498899999999999899e-01
5.498899999999999899e-01
5.498899999999999899e-01
5.718900000000000095e-01
5.718900000000000095e-01
5.938799999999999635e-01
