"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
6.227932330757687263e-01,3.587968815717406668e-01,nan,nan
5.908857999253215310e-01,3.415579804934727459e-01,nan,nan
5.780318380171761694e-01,3.477208942440773720e-01,nan,nan
5.564123718410297625e-01,3.260218548279789630e-01,4.769999999999999796e-01,1.099428966140797714e-01
5.800615578101503411e-01,3.425597640097792218e-01,4.441752025431423556e-01,1.531272875593016614e-01
5.553501290728491968e-01,3.235068440028336378e-01,4.431397821613274890e-01,1.845094035596038240e-01
6.272064109981487778e-01,3.820598658942971348e-01,4.392280458310043878e-01,1.922955556527508880e-01
6.058499922010226468e-01,3.689019944482506697e-01,4.505945898311425335e-01,2.145931728442674324e-01
5.836987526171455443e-01,3.342395436836301248e-01,4.942535871840127992e-01,2.774380391049927064e-01
6.230208909747879664e-01,4.242935733876462834e-01,4.996878305857893610e-01,2.795160060797193258e-01
nan,nan,nan,nan
nan,nan,4.613399686128509258e-01,2.492104173814619905e-01
nan,nan,4.950675255499122906e-01,2.786209589231311567e-01
nan,nan,4.592056344364320308e-01,2.614711510596262611e-01
nan,nan,nan,nan
