"EFI_peaks"
nan
6.540000000000000258e-01
6.540000000000000258e-01
6.540000000000000258e-01
6.360000000000000098e-01
6.179999999999999938e-01
6.179999999999999938e-01
5.829999999999999627e-01
5.829999999999999627e-01
5.480000000000000426e-01
5.120000000000000107e-01
nan
5.300000000000000266e-01
5.120000000000000107e-01
5.120000000000000107e-01
nan
