"EFI_peaks"
nan
9.360000000000000542e-01
9.719999999999999751e-01
9.719999999999999751e-01
9.719999999999999751e-01
9.539999999999999591e-01
9.360000000000000542e-01
9.190000000000000391e-01
9.360000000000000542e-01
9.190000000000000391e-01
9.190000000000000391e-01
nan
7.239999999999999769e-01
7.239999999999999769e-01
6.360000000000000098e-01
nan
