"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
1.443175110039641718e+00,3.743734500539301902e-01,nan,nan
1.494487831936273325e+00,3.875697727372832690e-01,nan,nan
1.519515719223029082e+00,4.051921935494745552e-01,nan,nan
1.477756665572856010e+00,4.122904151598649758e-01,1.219000000000000083e+00,1.547672561316765227e-01
1.410884783094771056e+00,4.045438056817134420e-01,1.257123581403793766e+00,2.121711558630483829e-01
1.352522646277378504e+00,3.910123452339788752e-01,1.189477232820477237e+00,1.828657064996591364e-01
1.337944812601885358e+00,3.991340148877596805e-01,1.124994292064692258e+00,1.898720323471251858e-01
1.234674068056771157e+00,3.833493477043968256e-01,1.120266244637452502e+00,2.155656518695903689e-01
1.161728957268561624e+00,3.826681693325201805e-01,1.127295160765156679e+00,2.463469093403188037e-01
1.260630654075100443e+00,5.099571638581684718e-01,1.084948783215771595e+00,2.375355197473395241e-01
nan,nan,nan,nan
nan,nan,9.236357720687646822e-01,2.330216773883967418e-01
nan,nan,9.954003106925082278e-01,2.954895967920090349e-01
nan,nan,6.650562498587541116e-01,1.845725733265831114e-01
nan,nan,nan,nan
