"EFI_peaks"
nan
2.299999999999999822e+00
2.299999999999999822e+00
2.229000000000000092e+00
2.069999999999999840e+00
1.981000000000000094e+00
1.697999999999999954e+00
1.504000000000000004e+00
1.433000000000000052e+00
1.256000000000000005e+00
1.167999999999999927e+00
nan
8.489999999999999769e-01
8.309999999999999609e-01
7.780000000000000249e-01
nan
