"EFI_peaks"
nan
1.379999999999999893e+00
1.377999999999999892e+00
1.326999999999999957e+00
1.290999999999999925e+00
1.256000000000000005e+00
1.185000000000000053e+00
1.114999999999999991e+00
1.060000000000000053e+00
1.044000000000000039e+00
9.549999999999999600e-01
nan
7.249999999999999778e-01
7.239999999999999769e-01
6.899999999999999467e-01
nan
